accountID,userID,accountType,accountName,bankName,currentBalance
9030,2168,Checking,Warren-Torres,Warren-Torres,3889.29
9031,2168,Savings,Mathis Aguilar and Santiago,Mathis Aguilar and Santiago,649.77
9032,2168,Student Loan,Clark Munoz and Velazquez Checking,Shaw Inc,-2823.53
9033,2168,Student Loan,Freeman-Castaneda Car Loan,Smith Carpenter and Reid,-12345.3
9034,2169,Checking,Williams PLC,Williams PLC,601.8
9035,2169,Savings,Payne-Johnson,Payne-Johnson,2418.2
9036,2169,Investments,Daniels Porter and Ortiz Car Loan,Baxter Ltd,98579.34
9037,2170,Checking,Hawkins-Robinson,Hawkins-Robinson,1837.15
9038,2170,Savings,Dougherty Greene and Johnston,Dougherty Greene and Johnston,8249.42
9039,2170,Investments,Wilkinson-Maldonado Mortgage,Dominguez Inc,92818.58
9040,2170,Investments,Wright and Sons Credit Card,Terry and Sons,63602.56
9041,2171,Checking,Foster Group,Foster Group,804.14
9042,2171,Savings,King-Davis,King-Davis,5847.15
9043,2172,Checking,Hernandez-Edwards,Hernandez-Edwards,1121.63
9044,2172,Savings,Luna Becker and Hensley,Luna Becker and Hensley,16533.03
9045,2172,Mortgage,Ford-Waller Mortgage,Waters LLC,-216306.24
9046,2172,Investments,Christensen-Scott Savings,Graves LLC,58373.56
9047,2172,Investments,Hayes-Bishop Checking,Huber Luna and Johnson,31211.48
9048,2172,Car Loan,Houston-Estes Mortgage,Schwartz and Sons,-25558.4
9049,2173,Checking,Foster Group,Foster Group,1243.55
9050,2173,Savings,Hawkins-Robinson,Hawkins-Robinson,12026.86
9051,2173,Mortgage,Miller Inc Mortgage,Walters Ltd,-109651.25
9052,2173,Investments,Wilkinson-Maldonado Mortgage,Stephens-James,12068.95
9053,2173,Credit Card,Alvarez-Williams Mortgage,Heath and Sons,-4601.71
9054,2173,Car Loan,Crosby-Brooks Car Loan,Baker-Smith,-32481.58
9055,2174,Checking,Luna Becker and Hensley,Luna Becker and Hensley,1191.43
9056,2174,Savings,Ramirez-Hanson,Ramirez-Hanson,7218.28
9057,2174,Student Loan,Hernandez-Jones Investments,Rogers Inc,-25256.79
9058,2174,Car Loan,Mcintyre-Johnson Credit Card,Miles-Ware,-30655.7
9059,2174,Investments,Warren Ward and Lloyd Mortgage,Romero Floyd and Thompson,55474.25
9060,2174,Credit Card,Sanders-Olson Checking,Duke Ltd,-4768.86
9061,2175,Checking,Dougherty Greene and Johnston,Dougherty Greene and Johnston,149.82
9062,2175,Savings,Mays PLC,Mays PLC,16714.3
9063,2175,Car Loan,Brown PLC Checking,Trujillo and Sons,-27857.66
9064,2175,Investments,Ellis-Martin Credit Card,Erickson-Jackson,86009.16
9065,2175,Student Loan,Wells-Taylor Car Loan,White Clark and Ball,-9167.3
9066,2175,Credit Card,Ford-Waller Mortgage,Boyer and Sons,-2010.34
9067,2176,Checking,Ellis Garcia and Fox,Ellis Garcia and Fox,4968.23
9068,2176,Savings,Mathis Aguilar and Santiago,Mathis Aguilar and Santiago,12665.24
9069,2177,Checking,Martinez-Butler,Martinez-Butler,382.78
9070,2177,Savings,Johnson Group,Johnson Group,12336.05
9071,2177,Student Loan,Lara-Black Savings,Gonzales Ltd,-24774.07
9072,2177,Student Loan,Warren Ward and Lloyd Mortgage,Sanchez Lozano and Shields,-39737.97
9073,2177,Credit Card,Hardy Carter and Perez Savings,Dalton-Martinez,-3313.78
9074,2177,Credit Card,Kennedy-Richardson Checking,Jefferson Ltd,-2501.86
9075,2178,Checking,Payne-Johnson,Payne-Johnson,1029.93
9076,2178,Savings,Browning Brown and Kennedy,Browning Brown and Kennedy,19831.52
9077,2178,Credit Card,Smith Buchanan and Brooks Credit Card,Pratt-Martinez,-4761.56
9078,2178,Student Loan,Hess LLC Mortgage,Mccoy Group,-32425.65
9079,2178,Mortgage,Miller Webb and Snyder Credit Card,Barnett-Castillo,-218103.71
9080,2178,Investments,Morris LLC Mortgage,Conrad Miller and Myers,70625.39
9081,2178,Credit Card,Ward-Jenkins Student Loan,Medina PLC,-911.08
9082,2179,Checking,Palmer-Becker,Palmer-Becker,1843.73
9083,2179,Savings,Anderson-Maldonado,Anderson-Maldonado,6734.82
9084,2179,Student Loan,Douglas Ltd Mortgage,Freeman-Boyd,-23208.7
9085,2179,Mortgage,Gonzalez Jimenez and Fitzpatrick Mortgage,Myers and Sons,-65939.85
9086,2179,Mortgage,Ellis Schmidt and Allen Student Loan,Castillo-Bowen,-243266.57
9087,2179,Mortgage,Lozano-Edwards Credit Card,Tapia Brown and Graves,-247963.19
9088,2180,Checking,Barrett Group,Barrett Group,2809.72
9089,2180,Savings,Gonzales Group,Gonzales Group,4994.72
9090,2180,Student Loan,Nguyen Ortega and Maldonado Mortgage,Kennedy-Hughes,-30292.65
9091,2180,Car Loan,Mitchell and Sons Mortgage,Noble Rodriguez and Ashley,-37104.73
9092,2181,Checking,Foster Group,Foster Group,1898.96
9093,2181,Savings,Williams-Cooke,Williams-Cooke,5246.25
9094,2181,Mortgage,Davis Inc Student Loan,Mendez-Brown,-192535.49
9095,2182,Checking,Pineda-Shields,Pineda-Shields,4090.8
9096,2182,Savings,Pineda-Shields,Pineda-Shields,16832.24
9097,2182,Student Loan,Vega-Burns Student Loan,Spencer Ltd,-32776.97
9098,2182,Credit Card,Mccarthy Costa and Leblanc Investments,Carroll-Jones,-3606.1
9099,2182,Student Loan,Smith Price and Terry Checking,Thompson-Gonzales,-11554.34
9100,2183,Checking,Faulkner Group,Faulkner Group,4057.87
9101,2183,Savings,Eaton-Hernandez,Eaton-Hernandez,3048.31
9102,2183,Student Loan,Irwin-Beck Mortgage,Hall-Ramos,-10304.35
9103,2183,Student Loan,Walker-Lopez Savings,Johnson PLC,-7089.43
9104,2183,Mortgage,Reed and Sons Car Loan,Campbell and Sons,-161502.3
9105,2183,Car Loan,Jones-Hernandez Investments,Pham LLC,-38083.54
9106,2184,Checking,Hudson-Chan,Hudson-Chan,1624.89
9107,2184,Savings,Warren-Torres,Warren-Torres,13714.53
9108,2185,Checking,Martinez-Butler,Martinez-Butler,1552.11
9109,2185,Savings,Dunlap Rodriguez and Russo,Dunlap Rodriguez and Russo,11007.58
9110,2185,Car Loan,Colon Peters and Rodriguez Student Loan,Nguyen Weaver and Harris,-28236.03
9111,2185,Student Loan,Jones Waller and Johnson Mortgage,Thornton Moore and Gonzalez,-9960.64
9112,2186,Checking,Barrett Group,Barrett Group,2640.26
9113,2186,Savings,Hawkins-Robinson,Hawkins-Robinson,11595.86
9114,2186,Student Loan,Mann Inc Investments,Kent Rodriguez and Munoz,-25789.89
9115,2186,Car Loan,Price Group Savings,Moss Hardy and Cain,-30536.32
9116,2186,Credit Card,Koch Inc Savings,Herman Group,-1739.22
9117,2187,Checking,Cruz LLC,Cruz LLC,296.11
9118,2187,Savings,Brown-Hall,Brown-Hall,11164.34
9119,2187,Investments,Warren Ward and Lloyd Mortgage,Thomas Valdez and Thomas,87290.27
9120,2188,Checking,Crawford Martin and Nelson,Crawford Martin and Nelson,4172.96
9121,2188,Savings,Williams-Khan,Williams-Khan,10414.46
9122,2188,Mortgage,Johnson-Spears Savings,Mccullough Inc,-113141.28
9123,2189,Checking,Wiley-George,Wiley-George,1739.92
9124,2189,Savings,Gonzales Group,Gonzales Group,19779.6
9125,2189,Car Loan,Harrison-Reeves Car Loan,Potts-Romero,-14320.95
9126,2190,Checking,Eaton-Hernandez,Eaton-Hernandez,4171.36
9127,2190,Savings,Foster Group,Foster Group,16756.78
9128,2190,Credit Card,Walters-Marshall Credit Card,Johnson Sanders and Meyers,-3947.31
9129,2191,Checking,Cruz LLC,Cruz LLC,1156.91
9130,2191,Savings,Smith-Nguyen,Smith-Nguyen,14513.47
9131,2191,Car Loan,Hunter and Sons Checking,Rivera-Thompson,-21085.43
9132,2191,Investments,Evans Wagner and Hansen Savings,Rocha Wood and Pitts,12306.55
9133,2191,Student Loan,Harper Walters and Richardson Student Loan,Grant-Peterson,-2371.05
9134,2191,Mortgage,Taylor-Watkins Car Loan,Frye-Smith,-173845.2
9135,2192,Checking,Mathis Aguilar and Santiago,Mathis Aguilar and Santiago,4149.17
9136,2192,Savings,Carrillo LLC,Carrillo LLC,1050.48
9137,2192,Mortgage,Mcmahon PLC Car Loan,Miller Barnett and Cabrera,-95663.89
9138,2193,Checking,Hopkins LLC,Hopkins LLC,699.29
9139,2193,Savings,Hill-Brennan,Hill-Brennan,9201.14
9140,2193,Investments,Hutchinson-Hill Credit Card,Barrera and Sons,26422.23
9141,2193,Investments,Ruiz PLC Car Loan,Patterson-Schmidt,74802.8
9142,2194,Checking,Warren-Torres,Warren-Torres,4953.12
9143,2194,Savings,Smith-Nguyen,Smith-Nguyen,10175.21
9144,2194,Car Loan,Holt-Cruz Savings,Crawford Franklin and Chambers,-8636.82
9145,2194,Credit Card,Oliver Ltd Car Loan,Gaines Sanchez and Peterson,-994.89
9146,2194,Student Loan,Dean LLC Checking,Page Ltd,-39828.52
9147,2194,Investments,Robinson-Lewis Student Loan,Patton Ltd,56721.09
9148,2195,Checking,Cruz LLC,Cruz LLC,509.96
9149,2195,Savings,Ellis Garcia and Fox,Ellis Garcia and Fox,1922.55
9150,2195,Investments,Lozano-Edwards Credit Card,Suarez Robbins and Gonzalez,39805.09
9151,2195,Student Loan,Miller PLC Mortgage,Lewis Inc,-44600.85
9152,2195,Investments,Morales Higgins and Gomez Investments,Gentry-Nelson,94128.99
9153,2196,Checking,Hopkins LLC,Hopkins LLC,804.47
9154,2196,Savings,Mays PLC,Mays PLC,16833.02
9155,2196,Car Loan,Rogers-Perry Car Loan,Williams-Jones,-7603.15
9156,2196,Student Loan,Norman Miller and Swanson Student Loan,Blankenship Hendrix and Smith,-39521.17
9157,2196,Car Loan,Simon PLC Student Loan,Wood Ltd,-8557.58
9158,2196,Car Loan,Walker Inc Mortgage,Hubbard PLC,-36619.15
9159,2196,Student Loan,James-Willis Student Loan,Maxwell-Allen,-5080.2
9160,2197,Checking,Smith-Nguyen,Smith-Nguyen,507.68
9161,2197,Savings,Williams-Cooke,Williams-Cooke,17777.91
9162,2197,Investments,Lyons Inc Savings,Parker-Fuentes,54335.52
9163,2198,Checking,Mason-Mcclure,Mason-Mcclure,1395.76
9164,2198,Savings,Mathis Aguilar and Santiago,Mathis Aguilar and Santiago,15439.31
9165,2198,Student Loan,Watkins Reeves and Freeman Savings,Pierce Harris and Rowe,-19834.57
9166,2198,Student Loan,Jackson LLC Mortgage,Smith Group,-29951.68
9167,2199,Checking,Chavez Schwartz and Williams,Chavez Schwartz and Williams,4765.09
9168,2199,Savings,Hawkins-Robinson,Hawkins-Robinson,5588.22
9169,2199,Student Loan,Wilson and Sons Savings,Casey Group,-18206.12
9170,2199,Mortgage,Barr-Moreno Credit Card,Davis-Wagner,-236237.69
9171,2200,Checking,Hudson-Chan,Hudson-Chan,897.96
9172,2200,Savings,Warren-Torres,Warren-Torres,19449.44
9173,2200,Car Loan,Warren Inc Credit Card,Diaz Wright and Escobar,-19527.23
9174,2200,Mortgage,Rivas-Padilla Investments,Stewart Gray and Maxwell,-155986.69
9175,2200,Student Loan,Combs Ltd Mortgage,Ellis LLC,-49929.55
9176,2200,Student Loan,Harris and Sons Investments,Castro Gregory and Cooper,-47489.29
9177,2201,Checking,Simmons Mullins and Guerrero,Simmons Mullins and Guerrero,1792.45
9178,2201,Savings,Eaton-Hernandez,Eaton-Hernandez,16747.01
9179,2201,Student Loan,Hernandez-Dixon Car Loan,Murphy Meza and Garcia,-42794.57
9180,2202,Checking,Gonzales Group,Gonzales Group,2375.81
9181,2202,Savings,Richard Ltd,Richard Ltd,9702.67
9182,2202,Student Loan,Guerrero Hayes and Gonzales Savings,Cortez Ltd,-15513.91
9183,2202,Investments,Evans-Perez Mortgage,Bradley Inc,22098.17
9184,2203,Checking,James-Jordan,James-Jordan,3963.33
9185,2203,Savings,Garcia-Jacobson,Garcia-Jacobson,14882.98
9186,2203,Car Loan,Ellis Schmidt and Allen Student Loan,Cantu Riley and Caldwell,-11638.61
9187,2203,Credit Card,Curtis Harris and Smith Savings,Thompson-Floyd,-1869.28
9188,2204,Checking,Hopkins LLC,Hopkins LLC,113.97
9189,2204,Savings,Simmons Mullins and Guerrero,Simmons Mullins and Guerrero,4819.4
9190,2204,Investments,Stanton-Harris Checking,Hampton-Johnson,86933.69
9191,2204,Investments,Wilson-Harrington Checking,Mitchell-Brown,99651.12
9192,2204,Credit Card,Jimenez-Hess Student Loan,Morales Ltd,-1314.54
9193,2204,Car Loan,Combs Ltd Mortgage,Rivera-Gaines,-21590.75
9194,2205,Checking,Cruz LLC,Cruz LLC,4311.03
9195,2205,Savings,Smith-Nguyen,Smith-Nguyen,11579.95
9196,2205,Investments,Walker Cross and Carpenter Checking,Medina-Fleming,44761.04
9197,2205,Car Loan,Levine-Wilson Student Loan,Simmons LLC,-19066.4
9198,2205,Mortgage,Clark Inc Credit Card,Gonzalez Smith and Haynes,-211514.51
9199,2206,Checking,Mays PLC,Mays PLC,2449.71
9200,2206,Savings,Palmer-Becker,Palmer-Becker,6056.57
9201,2206,Mortgage,Chambers-Ward Savings,Novak LLC,-236392.71
9202,2207,Checking,Warren-Torres,Warren-Torres,4513.14
9203,2207,Savings,Hawkins-Robinson,Hawkins-Robinson,5047.56
9204,2207,Mortgage,Camacho-Smith Checking,Brown and Sons,-68975.5
9205,2208,Checking,Mason-Mcclure,Mason-Mcclure,774.72
9206,2208,Savings,Gonzales Group,Gonzales Group,2489.64
9207,2208,Credit Card,Perez-Green Credit Card,Butler Sellers and Gibson,-1948.09
9208,2209,Checking,Wiley-George,Wiley-George,190.76
9209,2209,Savings,Foster Group,Foster Group,18430.99
9210,2209,Investments,Harris and Sons Investments,Watkins Walton and Wilson,47987.75
9211,2209,Car Loan,Lyons-Sullivan Car Loan,Meyer Ltd,-13085.72
9212,2210,Checking,Villegas Weaver and Skinner,Villegas Weaver and Skinner,954.68
9213,2210,Savings,Brown and Sons,Brown and Sons,10179.38
9214,2210,Credit Card,Oliver Ltd Car Loan,Martin-Johnston,-872.19
9215,2210,Credit Card,Good-Alvarado Investments,Adkins Reyes and Singh,-4286.66
9216,2211,Checking,Ellis Garcia and Fox,Ellis Garcia and Fox,2874.43
9217,2211,Savings,Lopez PLC,Lopez PLC,11845.46
9218,2211,Student Loan,Martin-David Investments,Brooks LLC,-41658.34
9219,2211,Mortgage,Mitchell and Sons Mortgage,Ward PLC,-175729.93
9220,2211,Credit Card,Perez-Green Credit Card,Sullivan Mcdonald and Tucker,-921.58
9221,2211,Mortgage,Freeman-Castaneda Car Loan,Rodriguez Inc,-232825.19
9222,2212,Checking,Dunlap Rodriguez and Russo,Dunlap Rodriguez and Russo,3039.55
9223,2212,Savings,Hopkins LLC,Hopkins LLC,1764.02
9224,2212,Car Loan,Jackson Edwards and Mckinney Checking,Lane Ltd,-12212.3
9225,2212,Car Loan,Steele-Weeks Student Loan,Osborne Hall and Stevens,-9325.64
9226,2212,Investments,Mueller-Martin Investments,Andrews-Ponce,69785.27
9227,2213,Checking,Pineda-Shields,Pineda-Shields,3615.34
9228,2213,Savings,Garcia-Jacobson,Garcia-Jacobson,7366.83
9229,2213,Car Loan,Wyatt Rodriguez and Castro Savings,Hernandez Gregory and Gonzales,-16770.03
9230,2213,Mortgage,Farley Hernandez and Oconnell Savings,Brooks Mcintyre and Mercer,-230108.1
9231,2214,Checking,Payne-Johnson,Payne-Johnson,2871.64
9232,2214,Savings,Hill-Brennan,Hill-Brennan,11092.66
9233,2214,Mortgage,Hernandez Inc Investments,Navarro-Khan,-115775.75
9234,2214,Investments,Jackson LLC Mortgage,Reynolds-Day,38889.38
9235,2214,Investments,Ashley Douglas and Monroe Car Loan,Nelson-Rose,58965.95
9236,2215,Checking,Hill-Brennan,Hill-Brennan,1944.81
9237,2215,Savings,Martinez-Butler,Martinez-Butler,14848.48
9238,2215,Student Loan,Rosales Group Car Loan,Riley-Freeman,-37321.19
9239,2216,Checking,Clark and Sons,Clark and Sons,3512.08
9240,2216,Savings,Clark and Sons,Clark and Sons,8326.12
9241,2217,Checking,Anderson-Maldonado,Anderson-Maldonado,811.05
9242,2217,Savings,Chavez Schwartz and Williams,Chavez Schwartz and Williams,13161.86
9243,2218,Checking,Mays PLC,Mays PLC,2685.41
9244,2218,Savings,Brown-Thomas,Brown-Thomas,16936.61
9245,2218,Investments,Jackson LLC Mortgage,King LLC,53970.92
9246,2218,Mortgage,Jones Olson and Mason Savings,Love Inc,-122103.52
9247,2218,Investments,Orr Young and Warren Savings,Webster Alexander and Davis,53459.32
9248,2218,Car Loan,Flynn-Hicks Investments,Wilson Holden and Mcdaniel,-28739.58
9249,2219,Checking,Mason-Mcclure,Mason-Mcclure,4305.7
9250,2219,Savings,Barrett Group,Barrett Group,8610.96
9251,2219,Car Loan,Ramirez Group Investments,Alvarez Ltd,-28562.75
9252,2220,Checking,Garcia-Jacobson,Garcia-Jacobson,2739.52
9253,2220,Savings,Hernandez-Edwards,Hernandez-Edwards,4874.9
9254,2220,Mortgage,Lewis-Harris Student Loan,Powers-Rodriguez,-204955.87
9255,2220,Student Loan,Daniels Porter and Ortiz Car Loan,Simpson PLC,-23363.88
9256,2220,Student Loan,Clements-Walker Mortgage,Miller-Ross,-24836.45
9257,2221,Checking,Lopez PLC,Lopez PLC,4082.99
9258,2221,Savings,Anderson-Maldonado,Anderson-Maldonado,4343.51
9259,2221,Student Loan,Suarez-Smith Credit Card,Garner Ltd,-23797.73
9260,2221,Car Loan,Ford-Waller Mortgage,Carter Reynolds and Myers,-21340.18
9261,2221,Car Loan,Barr-Moreno Credit Card,Walton-Clark,-31620.66
9262,2222,Checking,King-Davis,King-Davis,459.66
9263,2222,Savings,Chavez Schwartz and Williams,Chavez Schwartz and Williams,1032.15
9264,2222,Credit Card,Marquez-Watts Investments,Compton Grant and Brown,-3123.64
9265,2223,Checking,Hill-Brennan,Hill-Brennan,2592.5
9266,2223,Savings,Phillips-Terry,Phillips-Terry,9333.08
9267,2223,Student Loan,Black Ltd Car Loan,Klein PLC,-8183.05
9268,2223,Credit Card,Smith Price and Terry Checking,Malone PLC,-3476.09
9269,2223,Car Loan,Murphy Fisher and Anthony Mortgage,Vang Group,-10124.22
9270,2223,Car Loan,Jones-Oconnor Savings,James Inc,-6367.61
9271,2224,Checking,Lopez PLC,Lopez PLC,4907.88
9272,2224,Savings,Browning Brown and Kennedy,Browning Brown and Kennedy,17400.11
9273,2224,Student Loan,Barry Garrison and Henry Credit Card,Wilson PLC,-13718.43
9274,2224,Mortgage,Kelley Group Investments,Shaffer Frye and Osborne,-75528.31
9275,2224,Credit Card,Davis-Walker Mortgage,White-Reynolds,-626.89
9276,2225,Checking,Williams-Cooke,Williams-Cooke,2549.79
9277,2225,Savings,Dougherty Greene and Johnston,Dougherty Greene and Johnston,6914.29
9278,2225,Student Loan,Jones PLC Mortgage,Calhoun-Wilkerson,-43263.28
9279,2226,Checking,Hernandez-Edwards,Hernandez-Edwards,554.48
9280,2226,Savings,Simmons Mullins and Guerrero,Simmons Mullins and Guerrero,5540.5
9281,2226,Investments,Reynolds Stanton and Chambers Savings,Brown Ltd,4074.9
9282,2226,Investments,King Johnston and Whitehead Savings,Case Perez and Thomas,11223.2
9283,2226,Student Loan,Graves Group Car Loan,Jackson PLC,-1026.55
9284,2227,Checking,Lopez PLC,Lopez PLC,1122.99
9285,2227,Savings,Richard Ltd,Richard Ltd,14810.03
9286,2227,Mortgage,Martinez LLC Credit Card,Hart Group,-95896.22
9287,2228,Checking,Chavez Schwartz and Williams,Chavez Schwartz and Williams,4496.46
9288,2228,Savings,Carrillo LLC,Carrillo LLC,17800.05
9289,2228,Mortgage,Hernandez-Thornton Checking,Chapman Brown and Lewis,-74214.56
9290,2228,Mortgage,Johnson Goodman and Little Checking,Murphy-Watkins,-176289.99
9291,2229,Checking,Gonzales Group,Gonzales Group,150.96
9292,2229,Savings,Hill-Brennan,Hill-Brennan,1339.86
9293,2229,Student Loan,Morgan LLC Investments,Delgado Barry and Hunter,-49513.66
9294,2229,Car Loan,Gonzales Parrish and Landry Student Loan,Mckay-Howard,-30155.8
9295,2229,Student Loan,Koch Inc Savings,Jones and Sons,-2413.23
9296,2230,Checking,Browning Brown and Kennedy,Browning Brown and Kennedy,2725.31
9297,2230,Savings,Hawkins-Robinson,Hawkins-Robinson,4053.15
9298,2230,Investments,Schneider Lindsey and Banks Checking,Lopez-Martinez,30876.84
9299,2230,Credit Card,Sherman-Brown Student Loan,Ferrell LLC,-3887.78
9300,2230,Investments,Ruiz PLC Car Loan,Davis-Fernandez,85244.13
9301,2231,Checking,Foster Group,Foster Group,3554.71
9302,2231,Savings,Foster Group,Foster Group,3846.09
9303,2231,Car Loan,Hawkins-Bell Investments,Soto-Tran,-13502.09
9304,2231,Student Loan,Harrison-Reeves Car Loan,Montoya-French,-12367.28
9305,2232,Checking,Hawkins-Robinson,Hawkins-Robinson,955.09
9306,2232,Savings,Mathis Aguilar and Santiago,Mathis Aguilar and Santiago,14159.81
9307,2232,Credit Card,Johnson King and Rivas Investments,Barnes LLC,-1087.83
9308,2232,Car Loan,Kelley Group Investments,Johnson LLC,-34237.81
9309,2233,Checking,King-Davis,King-Davis,4205.55
9310,2233,Savings,Warren-Torres,Warren-Torres,8525.42
9311,2233,Mortgage,Hill and Sons Investments,Huerta PLC,-88474.31
9312,2233,Mortgage,Hernandez Berry and Huynh Credit Card,Dunlap Lozano and Watson,-94606.03
9313,2233,Student Loan,Garcia and Sons Investments,Stokes Collins and Diaz,-39678.38
9314,2234,Checking,Clark and Sons,Clark and Sons,676.9
9315,2234,Savings,Cruz LLC,Cruz LLC,3083.03
9316,2234,Car Loan,Rivera LLC Investments,French-Kelley,-26846.87
9317,2234,Mortgage,Koch Inc Savings,Perkins-Phillips,-219026.75
9318,2235,Checking,Barrett Group,Barrett Group,1492.69
9319,2235,Savings,Chavez Schwartz and Williams,Chavez Schwartz and Williams,17675.01
9320,2235,Car Loan,Barrett-Evans Checking,Kim-Guzman,-31814.49
9321,2235,Mortgage,Bishop Group Savings,Peters-Underwood,-233587.45
9322,2235,Student Loan,Webster-Smith Savings,Yates-Johnson,-45493.08
9323,2236,Checking,Wiley-George,Wiley-George,1929.12
9324,2236,Savings,Gonzales Group,Gonzales Group,8728.4
9325,2237,Checking,Hudson-Chan,Hudson-Chan,4883.93
9326,2237,Savings,Foster Group,Foster Group,3829.05
9327,2237,Student Loan,Branch Inc Credit Card,Hall Flores and Parker,-4557.01
9328,2237,Investments,Johnson-Johnson Checking,Guerrero-Rodriguez,56101.0
9329,2238,Checking,Browning Brown and Kennedy,Browning Brown and Kennedy,658.4
9330,2238,Savings,Foster Group,Foster Group,4042.58
9331,2238,Investments,Howe-Rodriguez Car Loan,Clarke Owen and Berger,65897.95
9332,2238,Car Loan,Ellis Schmidt and Allen Student Loan,Navarro Brown and Phillips,-36713.4
9333,2238,Credit Card,Hernandez-Thornton Checking,Nguyen Griffin and Gonzalez,-2430.78
9334,2239,Checking,Hill-Brennan,Hill-Brennan,2001.41
9335,2239,Savings,Phillips-Terry,Phillips-Terry,13604.62
9336,2239,Mortgage,Mueller-Martin Investments,Navarro Ltd,-58382.36
9337,2239,Investments,Anderson-Munoz Student Loan,Hernandez-Leach,54282.58
9338,2240,Checking,Mays PLC,Mays PLC,219.56
9339,2240,Savings,Warren-Torres,Warren-Torres,5692.86
9340,2240,Student Loan,Garrett Miller and Moore Savings,Leonard Ltd,-13845.11
9341,2241,Checking,Carrillo LLC,Carrillo LLC,190.81
9342,2241,Savings,Williams PLC,Williams PLC,16889.64
9343,2241,Car Loan,Hebert Alexander and Roberts Student Loan,Castro-Gomez,-18408.98
9344,2242,Checking,Mason-Mcclure,Mason-Mcclure,1137.45
9345,2242,Savings,Faulkner Group,Faulkner Group,11360.53
9346,2242,Investments,Norman Miller and Swanson Student Loan,Christensen Simmons and Martinez,65547.15
9347,2242,Car Loan,Hall Daniel and Davenport Credit Card,Martinez Reed and Spencer,-7529.16
9348,2243,Checking,Palmer-Becker,Palmer-Becker,3200.84
9349,2243,Savings,Wiley-George,Wiley-George,1685.64
9350,2243,Student Loan,Rosales Group Car Loan,Odonnell Marshall and Hill,-37820.48
9351,2243,Investments,Weaver Allen and Avila Checking,Aguirre-Haley,3526.01
9352,2243,Investments,Wright and Sons Credit Card,Thompson Ltd,66492.74
9353,2243,Student Loan,Alexander Browning and Brown Investments,Lee Thomas and Park,-49164.56
9354,2244,Checking,Mason-Mcclure,Mason-Mcclure,793.25
9355,2244,Savings,Hopkins LLC,Hopkins LLC,17761.8
9356,2245,Checking,Smith-Nguyen,Smith-Nguyen,3327.42
9357,2245,Savings,Warren-Torres,Warren-Torres,747.07
9358,2245,Car Loan,Ramirez Inc Mortgage,Wallace PLC,-13566.87
9359,2245,Mortgage,Ashley Douglas and Monroe Car Loan,Parker LLC,-247988.74
9360,2246,Checking,Mays PLC,Mays PLC,2057.64
9361,2246,Savings,Ramirez-Hanson,Ramirez-Hanson,12234.69
9362,2246,Credit Card,Jackson Thomas and Morgan Savings,Briggs and Sons,-3005.3
9363,2247,Checking,Chavez Schwartz and Williams,Chavez Schwartz and Williams,2660.11
9364,2247,Savings,Carrillo LLC,Carrillo LLC,15784.52
9365,2247,Student Loan,Garcia Group Mortgage,Shannon-Molina,-42104.54
9366,2247,Car Loan,Lyons-Sullivan Car Loan,Cook-Anderson,-18332.48
9367,2247,Investments,Greene Simpson and Thomas Car Loan,Martinez and Sons,91463.14
9368,2248,Checking,Crawford Martin and Nelson,Crawford Martin and Nelson,4108.46
9369,2248,Savings,Phillips-Terry,Phillips-Terry,14138.77
9370,2249,Checking,James-Jordan,James-Jordan,4250.68
9371,2249,Savings,Foster Group,Foster Group,2244.64
9372,2249,Investments,Clayton-Robinson Student Loan,Bowen Flores and Love,67853.95
9373,2249,Mortgage,Bryant Group Credit Card,Leach PLC,-76168.0
9374,2249,Car Loan,Burton Adams and Martin Investments,Little Ltd,-16189.81
9375,2249,Car Loan,Chambers-Ward Savings,Molina Moody and Henry,-27323.98
9376,2250,Checking,Carrillo LLC,Carrillo LLC,582.74
9377,2250,Savings,Pineda-Shields,Pineda-Shields,4171.95
9378,2250,Student Loan,Dean Group Investments,Williams-Mccoy,-38697.55
9379,2251,Checking,Mathis Aguilar and Santiago,Mathis Aguilar and Santiago,3156.99
9380,2251,Savings,Williams PLC,Williams PLC,4899.01
9381,2251,Student Loan,Garcia Mcdonald and Stevens Savings,Smith Davis and Mcgee,-5280.07
9382,2251,Car Loan,Avila Stein and Bates Savings,Dyer and Sons,-36323.47
9383,2252,Checking,Wiley-George,Wiley-George,588.29
9384,2252,Savings,Lopez PLC,Lopez PLC,17396.36
9385,2252,Credit Card,Pearson-Welch Savings,Walker Campbell and Tran,-4530.37
9386,2253,Checking,Martinez-Butler,Martinez-Butler,1517.92
9387,2253,Savings,King-Davis,King-Davis,1961.85
9388,2253,Investments,Dean LLC Checking,Thomas PLC,23314.61
9389,2253,Investments,Diaz PLC Student Loan,Bennett Stephens and Hughes,46523.85
9390,2254,Checking,Greer Cole and Garcia,Greer Cole and Garcia,1325.34
9391,2254,Savings,Carrillo LLC,Carrillo LLC,1062.98
9392,2254,Student Loan,Flynn-Hicks Investments,Cunningham LLC,-2785.41
9393,2254,Car Loan,Norman Miller and Swanson Student Loan,Duffy-Moreno,-25196.3
9394,2254,Credit Card,Castro Gomez and Watts Checking,Martinez-Hernandez,-590.3
9395,2254,Investments,Ramirez-Anderson Student Loan,Gray Sanchez and Taylor,90919.99
9396,2254,Investments,Ortiz-Vincent Car Loan,Dean Johnson and Warren,21780.71
9397,2255,Checking,Warren-Torres,Warren-Torres,4403.73
